levekaar,lksnavn,grunnkrets
3118000018,Indre Østfold LKS 18,31181008
3118000019,Indre Østfold LKS 19,31180605
3118000019,Indre Østfold LKS 19,31181003
3118000019,Indre Østfold LKS 19,31181004
3118000019,Indre Østfold LKS 19,31181005
3118000019,Indre Østfold LKS 19,31181006
3118000020,Indre Østfold LKS 20,31180602
3118000020,Indre Østfold LKS 20,31180603
3118000020,Indre Østfold LKS 20,31181001
3118000020,Indre Østfold LKS 20,31181002
3118000021,Indre Østfold LKS 21,31180601
3118000021,Indre Østfold LKS 21,31180707
3118000021,Indre Østfold LKS 21,31180708
3118000021,Indre Østfold LKS 21,31180709
3118000021,Indre Østfold LKS 21,31180710
3118000022,Indre Østfold LKS 22,31180301
3118000022,Indre Østfold LKS 22,31180302
3118000022,Indre Østfold LKS 22,31180306
3118000022,Indre Østfold LKS 22,31180401
3118000022,Indre Østfold LKS 22,31181501
3118000022,Indre Østfold LKS 22,31181502
3118000022,Indre Østfold LKS 22,31181503
3118000022,Indre Østfold LKS 22,31181506
3118000022,Indre Østfold LKS 22,31181507
3118000023,Indre Østfold LKS 23,31181504
3118000023,Indre Østfold LKS 23,31181505
3118000024,Indre Østfold LKS 24,31180901
3118000024,Indre Østfold LKS 24,31180902
3118000024,Indre Østfold LKS 24,31180903
3118000024,Indre Østfold LKS 24,31180904
3118000024,Indre Østfold LKS 24,31180905
3118000024,Indre Østfold LKS 24,31180906
3118000024,Indre Østfold LKS 24,31181601
3118000024,Indre Østfold LKS 24,31181602
3118000024,Indre Østfold LKS 24,31181603
3118000024,Indre Østfold LKS 24,31181604
3118000025,Indre Østfold LKS 25,31181701
3118000025,Indre Østfold LKS 25,31181702
3118000025,Indre Østfold LKS 25,31181703
3118000025,Indre Østfold LKS 25,31181704
3118000025,Indre Østfold LKS 25,31181705
3118000025,Indre Østfold LKS 25,31181706
3201000001,Bærum LKS 01,32011615
3201000001,Bærum LKS 01,32011616
3201000001,Bærum LKS 01,32011617
3201000002,Bærum LKS 02,32011609
3201000002,Bærum LKS 02,32011610
3201000002,Bærum LKS 02,32011611
3201000002,Bærum LKS 02,32011612
3201000003,Bærum LKS 03,32011501
3201000003,Bærum LKS 03,32011502
3201000003,Bærum LKS 03,32011503
3201000003,Bærum LKS 03,32011504
3201000003,Bærum LKS 03,32011505
3201000003,Bærum LKS 03,32011506
3201000003,Bærum LKS 03,32011613
3201000003,Bærum LKS 03,32011614
3201000004,Bærum LKS 04,32011416
3201000004,Bærum LKS 04,32011418
3201000004,Bærum LKS 04,32011422
3201000004,Bærum LKS 04,32011510
3201000004,Bærum LKS 04,32011515
3201000004,Bærum LKS 04,32011516
3201000005,Bærum LKS 05,32011507
3201000005,Bærum LKS 05,32011508
3201000005,Bærum LKS 05,32011509
3201000005,Bærum LKS 05,32011511
3201000005,Bærum LKS 05,32011512
3201000005,Bærum LKS 05,32011513
3201000005,Bærum LKS 05,32011514
3201000005,Bærum LKS 05,32011608
3201000006,Bærum LKS 06,32011411
3201000006,Bærum LKS 06,32011412
3201000006,Bærum LKS 06,32011413
3201000006,Bærum LKS 06,32011414
3201000006,Bærum LKS 06,32011415
3201000007,Bærum LKS 07,32011419
3201000007,Bærum LKS 07,32011602
3201000007,Bærum LKS 07,32011603
3201000007,Bærum LKS 07,32011604
3201000007,Bærum LKS 07,32011605
3201000007,Bærum LKS 07,32011606
3201000007,Bærum LKS 07,32011607
3201000007,Bærum LKS 07,32011618
3201000007,Bærum LKS 07,32011619
3201000007,Bærum LKS 07,32011620
3201000007,Bærum LKS 07,32011709
3201000008,Bærum LKS 08,32012001
3201000008,Bærum LKS 08,32012002
3201000008,Bærum LKS 08,32012003
3201000008,Bærum LKS 08,32012004
3201000008,Bærum LKS 08,32012005
3201000008,Bærum LKS 08,32012019
3201000008,Bærum LKS 08,32012021
3201000009,Bærum LKS 09,32011704
3201000009,Bærum LKS 09,32011708
3201000009,Bærum LKS 09,32011710
3201000009,Bærum LKS 09,32011714
3201000010,Bærum LKS 10,32011715
3201000010,Bærum LKS 10,32011716
3201000010,Bærum LKS 10,32011801
3201000010,Bærum LKS 10,32011802
3201000010,Bærum LKS 10,32011803
3201000010,Bærum LKS 10,32011804
3201000010,Bærum LKS 10,32011805
3201000010,Bærum LKS 10,32011806
3201000010,Bærum LKS 10,32011807
3201000010,Bærum LKS 10,32011808
3201000010,Bærum LKS 10,32011809
3201000010,Bærum LKS 10,32011810
3201000010,Bærum LKS 10,32011928
3201000010,Bærum LKS 10,32011929
3201000010,Bærum LKS 10,32011930
3201000011,Bærum LKS 11,32011915
3201000011,Bærum LKS 11,32011919
3201000011,Bærum LKS 11,32011925
3201000011,Bærum LKS 11,32011926
3201000011,Bærum LKS 11,32011934
3201000011,Bærum LKS 11,32011935
3201000012,Bærum LKS 12,32012007
3201000012,Bærum LKS 12,32012008
3201000012,Bærum LKS 12,32012009
3201000012,Bærum LKS 12,32012010
3201000012,Bærum LKS 12,32012011
3201000012,Bærum LKS 12,32012012
3201000012,Bærum LKS 12,32012013
3201000012,Bærum LKS 12,32012014
3201000012,Bærum LKS 12,32012015
3201000012,Bærum LKS 12,32012016
3201000012,Bærum LKS 12,32012017
3201000012,Bærum LKS 12,32012020
3201000013,Bærum LKS 13,32011920
3201000013,Bærum LKS 13,32011921
3201000013,Bærum LKS 13,32011922
3201000013,Bærum LKS 13,32011923
3201000013,Bærum LKS 13,32011924
3201000013,Bærum LKS 13,32011927
3201000014,Bærum LKS 14,32011907
3201000014,Bærum LKS 14,32011908
3201000014,Bærum LKS 14,32011910
3201000014,Bærum LKS 14,32011911
3201000014,Bærum LKS 14,32011912
3201000014,Bærum LKS 14,32011913
3201000014,Bærum LKS 14,32011916
3201000014,Bærum LKS 14,32011917
3201000014,Bærum LKS 14,32011918
3201000015,Bærum LKS 15,32011901
3201000015,Bærum LKS 15,32011902
3201000015,Bærum LKS 15,32011903
3201000015,Bærum LKS 15,32011904
3201000015,Bærum LKS 15,32011906
3201000015,Bærum LKS 15,32011909
3201000015,Bærum LKS 15,32011932
3201000015,Bærum LKS 15,32011933
3201000016,Bærum LKS 16,32012101
3201000016,Bærum LKS 16,32012106
3201000016,Bærum LKS 16,32012107
3201000016,Bærum LKS 16,32012108
3201000016,Bærum LKS 16,32012109
3201000016,Bærum LKS 16,32012111
3201000017,Bærum LKS 17,32012119
3201000017,Bærum LKS 17,32012120
3201000017,Bærum LKS 17,32012121
3201000017,Bærum LKS 17,32012122
3201000017,Bærum LKS 17,32012124
3201000018,Bærum LKS 18,32012117
3201000018,Bærum LKS 18,32012118
3201000018,Bærum LKS 18,32012123
3201000018,Bærum LKS 18,32012201
3201000018,Bærum LKS 18,32012202
3201000019,Bærum LKS 19,32012203
3201000019,Bærum LKS 19,32012204
3201000019,Bærum LKS 19,32012206
3201000019,Bærum LKS 19,32012207
3201000019,Bærum LKS 19,32012211
3201000019,Bærum LKS 19,32012212
3201000020,Bærum LKS 20,32012110
3201000020,Bærum LKS 20,32012112
3201000020,Bærum LKS 20,32012113
3201000020,Bærum LKS 20,32012114
3201000020,Bærum LKS 20,32012115
3201000020,Bærum LKS 20,32012116
3201000020,Bærum LKS 20,32012209
3201000020,Bærum LKS 20,32012210
3201000021,Bærum LKS 21,32011818
3201000021,Bærum LKS 21,32011819
3201000021,Bærum LKS 21,32011820
3201000021,Bærum LKS 21,32011821
3201000021,Bærum LKS 21,32011822
3201000022,Bærum LKS 22,32011206
3201000022,Bærum LKS 22,32011207
3201000022,Bærum LKS 22,32011208
3201000022,Bærum LKS 22,32011209
3201000022,Bærum LKS 22,32011210
3201000022,Bærum LKS 22,32011211
3201000022,Bærum LKS 22,32011213
3201000022,Bærum LKS 22,32011214
3201000022,Bærum LKS 22,32011215
3201000022,Bærum LKS 22,32011216
3201000022,Bærum LKS 22,32011217
3201000022,Bærum LKS 22,32011218
3201000023,Bærum LKS 23,32011713
3201000023,Bærum LKS 23,32011811
3201000023,Bærum LKS 23,32011812
3201000023,Bærum LKS 23,32011813
3201000023,Bærum LKS 23,32011814
3201000023,Bærum LKS 23,32011815
3201000023,Bærum LKS 23,32011817
3201000024,Bærum LKS 24,32011701
3201000024,Bærum LKS 24,32011702
3201000024,Bærum LKS 24,32011703
3201000024,Bærum LKS 24,32011705
3201000024,Bærum LKS 24,32011706
3201000024,Bærum LKS 24,32011711
3201000025,Bærum LKS 25,32011403
3201000025,Bærum LKS 25,32011404
3201000025,Bærum LKS 25,32011405
3201000025,Bærum LKS 25,32011420
3201000025,Bærum LKS 25,32011712
3201000025,Bærum LKS 25,32011816
3201000026,Bærum LKS 26,32011406
3201000026,Bærum LKS 26,32011407
3201000026,Bærum LKS 26,32011408
3201000026,Bærum LKS 26,32011409
3201000026,Bærum LKS 26,32011410
3201000027,Bærum LKS 27,32011114
3201000027,Bærum LKS 27,32011115
3201000027,Bærum LKS 27,32011117
3201000027,Bærum LKS 27,32011122
3201000027,Bærum LKS 27,32011123
3201000027,Bærum LKS 27,32011212
3201000027,Bærum LKS 27,32011401
3201000027,Bærum LKS 27,32011421
3201000028,Bærum LKS 28,32011116
3201000028,Bærum LKS 28,32011119
3201000028,Bærum LKS 28,32011121
3201000028,Bærum LKS 28,32011126
3201000028,Bærum LKS 28,32011127
3201000028,Bærum LKS 28,32011128
3201000028,Bærum LKS 28,32011129
3201000029,Bærum LKS 29,32011101
3201000029,Bærum LKS 29,32011106
3201000029,Bærum LKS 29,32011107
3201000029,Bærum LKS 29,32011108
3201000029,Bærum LKS 29,32011124
3201000030,Bærum LKS 30,32011024
3201000030,Bærum LKS 30,32011025
3201000030,Bærum LKS 30,32011102
3201000030,Bærum LKS 30,32011103
3201000030,Bærum LKS 30,32011104
3201000030,Bærum LKS 30,32011105
3201000030,Bærum LKS 30,32011417
3201000031,Bærum LKS 31,32011008
3201000031,Bærum LKS 31,32011009
3201000031,Bærum LKS 31,32011010
3201000031,Bærum LKS 31,32011011
3201000031,Bærum LKS 31,32011014
3201000031,Bærum LKS 31,32011015
3201000031,Bærum LKS 31,32011016
3201000031,Bærum LKS 31,32011026
3201000032,Bærum LKS 32,32011004
3201000032,Bærum LKS 32,32011005
3201000032,Bærum LKS 32,32011006
3201000032,Bærum LKS 32,32011007
3201000032,Bærum LKS 32,32011021
3201000032,Bærum LKS 32,32011022
3201000033,Bærum LKS 33,32010901
3201000033,Bærum LKS 33,32010902
3201000033,Bærum LKS 33,32010903
3201000033,Bærum LKS 33,32010921
3201000033,Bærum LKS 33,32011017
3201000033,Bærum LKS 33,32011018
3201000034,Bærum LKS 34,32011023
3201000034,Bærum LKS 34,32011110
3201000034,Bærum LKS 34,32011112
3201000034,Bærum LKS 34,32011113
3201000034,Bærum LKS 34,32011125
3201000035,Bærum LKS 35,32010913
3201000035,Bærum LKS 35,32010917
3201000035,Bærum LKS 35,32010926
3201000035,Bærum LKS 35,32010928
3201000035,Bærum LKS 35,32010934
3201000035,Bærum LKS 35,32010935
3201000036,Bærum LKS 36,32010918
3201000036,Bærum LKS 36,32010919
3201000036,Bærum LKS 36,32011120
3201000036,Bærum LKS 36,32011204
3201000036,Bærum LKS 36,32011205
3201000036,Bærum LKS 36,32011219
3201000037,Bærum LKS 37,32010904
3201000037,Bærum LKS 37,32010908
3201000037,Bærum LKS 37,32010920
3201000037,Bærum LKS 37,32010922
3201000037,Bærum LKS 37,32010923
3201000037,Bærum LKS 37,32010924
3201000037,Bærum LKS 37,32010925
3201000037,Bærum LKS 37,32010927
3201000037,Bærum LKS 37,32010929
3201000037,Bærum LKS 37,32010930
3201000038,Bærum LKS 38,32010609
3201000038,Bærum LKS 38,32010905
3201000038,Bærum LKS 38,32010906
3201000038,Bærum LKS 38,32010907
3201000038,Bærum LKS 38,32010931
3201000039,Bærum LKS 39,32010704
3201000039,Bærum LKS 39,32010705
3201000039,Bærum LKS 39,32010707
3201000039,Bærum LKS 39,32010708
3201000039,Bærum LKS 39,32010709
3201000039,Bærum LKS 39,32010710
3201000039,Bærum LKS 39,32010711
3201000039,Bærum LKS 39,32010712
3201000039,Bærum LKS 39,32011019
3201000039,Bærum LKS 39,32011020
3201000040,Bærum LKS 40,32010703
3201000040,Bærum LKS 40,32010812
3201000040,Bærum LKS 40,32010813
3201000041,Bærum LKS 41,32010706
3201000041,Bærum LKS 41,32010820
3201000041,Bærum LKS 41,32010821
3201000041,Bærum LKS 41,32010822
3201000041,Bærum LKS 41,32010823
3201000041,Bærum LKS 41,32010828
3201000041,Bærum LKS 41,32010829
3201000042,Bærum LKS 42,32010801
3201000042,Bærum LKS 42,32010802
3201000042,Bærum LKS 42,32010803
3201000042,Bærum LKS 42,32010804
3201000042,Bærum LKS 42,32010805
3201000043,Bærum LKS 43,32010806
3201000043,Bærum LKS 43,32010807
3201000043,Bærum LKS 43,32010808
3201000043,Bærum LKS 43,32010809
3201000043,Bærum LKS 43,32010810
3201000043,Bærum LKS 43,32010818
3201000043,Bærum LKS 43,32010819
3201000044,Bærum LKS 44,32010814
3201000044,Bærum LKS 44,32010815
3201000044,Bærum LKS 44,32010816
3201000044,Bærum LKS 44,32010817
3201000044,Bærum LKS 44,32010824
3201000044,Bærum LKS 44,32010825
3201000044,Bærum LKS 44,32010826
3201000044,Bærum LKS 44,32010827
3201000044,Bærum LKS 44,32010830
3201000044,Bærum LKS 44,32010831
3201000045,Bærum LKS 45,32010701
3201000045,Bærum LKS 45,32010702
3201000045,Bærum LKS 45,32010713
3201000045,Bærum LKS 45,32010714
3201000045,Bærum LKS 45,32010715
3201000046,Bærum LKS 46,32010601
3201000046,Bærum LKS 46,32010602
3201000046,Bærum LKS 46,32010603
3201000046,Bærum LKS 46,32010604
3201000046,Bærum LKS 46,32010605
3201000046,Bærum LKS 46,32010606
3201000047,Bærum LKS 47,32010608
3201000047,Bærum LKS 47,32010610
3201000047,Bærum LKS 47,32010611
3201000047,Bærum LKS 47,32010617
3201000047,Bærum LKS 47,32010618
3201000048,Bærum LKS 48,32010432
3201000048,Bærum LKS 48,32010612
3201000048,Bærum LKS 48,32010613
3201000048,Bærum LKS 48,32010614
3201000048,Bærum LKS 48,32010615
3201000048,Bærum LKS 48,32010620
3201000048,Bærum LKS 48,32010933
3201000049,Bærum LKS 49,32010417
3201000049,Bærum LKS 49,32010523
3201000049,Bærum LKS 49,32010619
3201000049,Bærum LKS 49,32010932
3201000049,Bærum LKS 49,32011201
3201000049,Bærum LKS 49,32011202
3201000050,Bærum LKS 50,32010505
3201000050,Bærum LKS 50,32010506
3201000050,Bærum LKS 50,32010507
3201000050,Bærum LKS 50,32010509
3201000050,Bærum LKS 50,32010522
3201000050,Bærum LKS 50,32010531
3201000050,Bærum LKS 50,32010533
3201000050,Bærum LKS 50,32011203
3201000051,Bærum LKS 51,32010512
3201000051,Bærum LKS 51,32010513
3201000051,Bærum LKS 51,32010514
3201000051,Bærum LKS 51,32010515
3201000051,Bærum LKS 51,32010524
3201000051,Bærum LKS 51,32010525
3201000051,Bærum LKS 51,32010535
3201000052,Bærum LKS 52,32010414
3201000052,Bærum LKS 52,32010415
3201000052,Bærum LKS 52,32010424
3201000052,Bærum LKS 52,32010425
3201000052,Bærum LKS 52,32010426
3201000052,Bærum LKS 52,32010427
3201000052,Bærum LKS 52,32010428
3201000052,Bærum LKS 52,32010431
3201000053,Bærum LKS 53,32010404
3201000053,Bærum LKS 53,32010405
3201000053,Bærum LKS 53,32010411
3201000053,Bærum LKS 53,32010419
3201000053,Bærum LKS 53,32010420
3201000053,Bærum LKS 53,32010421
3201000053,Bærum LKS 53,32010422
3201000053,Bærum LKS 53,32010423
3201000054,Bærum LKS 54,32010311
3201000054,Bærum LKS 54,32010316
3201000054,Bærum LKS 54,32010318
3201000054,Bærum LKS 54,32010320
3201000054,Bærum LKS 54,32010407
3201000054,Bærum LKS 54,32010408
3201000054,Bærum LKS 54,32010409
3201000055,Bærum LKS 55,32010301
3201000055,Bærum LKS 55,32010303
3201000055,Bærum LKS 55,32010306
3201000055,Bærum LKS 55,32010313
3201000055,Bærum LKS 55,32010317
3201000055,Bærum LKS 55,32010319
3201000056,Bærum LKS 56,32010111
3201000056,Bærum LKS 56,32010112
3201000056,Bærum LKS 56,32010116
3201000056,Bærum LKS 56,32010117
3201000056,Bærum LKS 56,32010307
3201000056,Bærum LKS 56,32010308
3201000056,Bærum LKS 56,32010309
3201000056,Bærum LKS 56,32010312
3201000057,Bærum LKS 57,32010118
3201000057,Bærum LKS 57,32010211
3201000057,Bærum LKS 57,32010212
3201000057,Bærum LKS 57,32010213
3201000057,Bærum LKS 57,32010218
3201000057,Bærum LKS 57,32010310
3201000057,Bærum LKS 57,32010401
3201000057,Bærum LKS 57,32010430
3201000057,Bærum LKS 57,32010518
3201000058,Bærum LKS 58,32010418
3201000058,Bærum LKS 58,32010429
3201000058,Bærum LKS 58,32010516
3201000058,Bærum LKS 58,32010517
3201000058,Bærum LKS 58,32010527
3201000058,Bærum LKS 58,32010528
3201000058,Bærum LKS 58,32010529
3201000059,Bærum LKS 59,32010204
3201000059,Bærum LKS 59,32010206
3201000059,Bærum LKS 59,32010207
3201000059,Bærum LKS 59,32010208
3201000059,Bærum LKS 59,32010209
3201000059,Bærum LKS 59,32010210
3201000059,Bærum LKS 59,32010215
3201000059,Bærum LKS 59,32010220
3201000060,Bærum LKS 60,32010108
3201000060,Bærum LKS 60,32010110
3201000060,Bærum LKS 60,32010113
3201000060,Bærum LKS 60,32010114
3201000060,Bærum LKS 60,32010115
3201000060,Bærum LKS 60,32010119
3201000060,Bærum LKS 60,32010120
3201000060,Bærum LKS 60,32010121
3201000060,Bærum LKS 60,32010122
3201000060,Bærum LKS 60,32010217
3201000060,Bærum LKS 60,32010219
3201000060,Bærum LKS 60,32010221
3201000061,Bærum LKS 61,32010101
3201000061,Bærum LKS 61,32010102
3201000061,Bærum LKS 61,32010103
3201000061,Bærum LKS 61,32010104
3201000061,Bærum LKS 61,32010105
3201000061,Bærum LKS 61,32010106
3201000061,Bærum LKS 61,32010107
3201000061,Bærum LKS 61,32010109
3201000061,Bærum LKS 61,32010302
3201000061,Bærum LKS 61,32010304
3201000061,Bærum LKS 61,32010305
3201000062,Bærum LKS 62,32011301
3201000062,Bærum LKS 62,32011302
3201000062,Bærum LKS 62,32011305
3201000062,Bærum LKS 62,32011306
3201000063,Bærum LKS 63,32010201
3201000063,Bærum LKS 63,32010202
3201000063,Bærum LKS 63,32010203
3201000063,Bærum LKS 63,32010205
3201000063,Bærum LKS 63,32010501
3201000063,Bærum LKS 63,32010502
3201000063,Bærum LKS 63,32010520
3201000063,Bærum LKS 63,32010526
3201000063,Bærum LKS 63,32010530
3201000063,Bærum LKS 63,32010532
3201000063,Bærum LKS 63,32010534
3201000063,Bærum LKS 63,32011304
3203000001,Asker LKS 01,32030104
3203000001,Asker LKS 01,32030105
3203000001,Asker LKS 01,32030106
3203000002,Asker LKS 02,32030101
3203000002,Asker LKS 02,32030102
3203000002,Asker LKS 02,32030103
3203000003,Asker LKS 03,32030201
3203000003,Asker LKS 03,32030202
3203000003,Asker LKS 03,32030301
3203000003,Asker LKS 03,32030305
3203000004,Asker LKS 04,32030203
3203000004,Asker LKS 04,32030204
3203000005,Asker LKS 05,32030205
3203000005,Asker LKS 05,32030702
3203000006,Asker LKS 06,32030304
3203000007,Asker LKS 07,32030302
3203000007,Asker LKS 07,32030303
3203000007,Asker LKS 07,32030404
3203000007,Asker LKS 07,32030410
3203000008,Asker LKS 08,32030406
3203000008,Asker LKS 08,32030407
3203000008,Asker LKS 08,32030409
3203000009,Asker LKS 09,32030405
3203000009,Asker LKS 09,32030504
3203000009,Asker LKS 09,32030508
3203000009,Asker LKS 09,32030509
3203000009,Asker LKS 09,32030704
3203000009,Asker LKS 09,32030705
3203000010,Asker LKS 10,32030501
3203000010,Asker LKS 10,32030502
3203000010,Asker LKS 10,32030601
3203000010,Asker LKS 10,32030602
3203000010,Asker LKS 10,32030903
3203000011,Asker LKS 11,32030505
3203000011,Asker LKS 11,32030506
3203000011,Asker LKS 11,32030507
3203000011,Asker LKS 11,32030801
3203000012,Asker LKS 12,32030703
3203000012,Asker LKS 12,32030802
3203000012,Asker LKS 12,32030803
3203000012,Asker LKS 12,32030805
3203000013,Asker LKS 13,32030804
3203000013,Asker LKS 13,32030901
3203000013,Asker LKS 13,32030902
3203000014,Asker LKS 14,32030806
3203000014,Asker LKS 14,32030807
3203000014,Asker LKS 14,32030904
3203000014,Asker LKS 14,32030907
3203000015,Asker LKS 15,32031103
3203000015,Asker LKS 15,32031104
3203000016,Asker LKS 16,32031101
3203000016,Asker LKS 16,32031102
3203000016,Asker LKS 16,32031105
3203000016,Asker LKS 16,32031106
3203000017,Asker LKS 17,32030808
3203000017,Asker LKS 17,32031107
3203000017,Asker LKS 17,32031108
3203000018,Asker LKS 18,32031304
3203000018,Asker LKS 18,32031305
3203000018,Asker LKS 18,32031306
3203000019,Asker LKS 19,32031301
3203000019,Asker LKS 19,32031302
3203000019,Asker LKS 19,32031303
3203000020,Asker LKS 20,32031401
3203000020,Asker LKS 20,32031402
3203000021,Asker LKS 21,32031502
3203000021,Asker LKS 21,32031503
3203000021,Asker LKS 21,32031510
3203000022,Asker LKS 22,32031403
3203000022,Asker LKS 22,32031404
3203000022,Asker LKS 22,32031511
3203000023,Asker LKS 23,32031703
3203000023,Asker LKS 23,32031704
3203000023,Asker LKS 23,32031706
3203000024,Asker LKS 24,32031701
3203000024,Asker LKS 24,32031702
3203000025,Asker LKS 25,32031710
3203000025,Asker LKS 25,32031711
3203000026,Asker LKS 26,32031705
3203000026,Asker LKS 26,32031707
3203000026,Asker LKS 26,32031708
3203000026,Asker LKS 26,32031709
3203000027,Asker LKS 27,32031901
3203000027,Asker LKS 27,32031902
3203000028,Asker LKS 28,32031801
3203000028,Asker LKS 28,32031802
3203000028,Asker LKS 28,32031804
3203000029,Asker LKS 29,32031803
3203000030,Asker LKS 30,32032305
3203000031,Asker LKS 31,32032301
3203000031,Asker LKS 31,32032302
3203000031,Asker LKS 31,32032303
3203000031,Asker LKS 31,32032304
3203000032,Asker LKS 32,32032204
3203000032,Asker LKS 32,32032205
3203000032,Asker LKS 32,32032206
3203000032,Asker LKS 32,32032207
3203000033,Asker LKS 33,32032104
3203000033,Asker LKS 33,32032105
3203000033,Asker LKS 33,32032106
3203000033,Asker LKS 33,32032107
3203000033,Asker LKS 33,32032108
3203000033,Asker LKS 33,32032201
3203000033,Asker LKS 33,32032202
3203000033,Asker LKS 33,32032203
3203000034,Asker LKS 34,32032101
3203000034,Asker LKS 34,32032102
3203000034,Asker LKS 34,32032103
3203000035,Asker LKS 35,32031903
3203000035,Asker LKS 35,32031904
3203000035,Asker LKS 35,32031905
3203000035,Asker LKS 35,32031906
3203000035,Asker LKS 35,32031908
3203000036,Asker LKS 36,32032001
3203000036,Asker LKS 36,32032002
3203000036,Asker LKS 36,32032004
3203000036,Asker LKS 36,32032005
3203000037,Asker LKS 37,32032003
3203000037,Asker LKS 37,32032006
3203000037,Asker LKS 37,32032007
3203000037,Asker LKS 37,32032008
3203000038,Asker LKS 38,32031506
3203000038,Asker LKS 38,32031507
3203000038,Asker LKS 38,32031508
3203000038,Asker LKS 38,32031509
3203000038,Asker LKS 38,32031907
3203000039,Asker LKS 39,32031504
3203000039,Asker LKS 39,32031505
3203000039,Asker LKS 39,32031512
3203000040,Asker LKS 40,32031601
3203000040,Asker LKS 40,32031602
3203000040,Asker LKS 40,32031604
3203000040,Asker LKS 40,32031605
3203000040,Asker LKS 40,32031607
3203000041,Asker LKS 41,32031204
3203000041,Asker LKS 41,32031208
3203000041,Asker LKS 41,32031209
3203000041,Asker LKS 41,32031210
3203000042,Asker LKS 42,32031203
3203000042,Asker LKS 42,32031205
3203000042,Asker LKS 42,32031206
3203000042,Asker LKS 42,32031207
3203000043,Asker LKS 43,32031005
3203000043,Asker LKS 43,32031007
3203000043,Asker LKS 43,32031606
3203000044,Asker LKS 44,32031003
3203000044,Asker LKS 44,32031006
3203000045,Asker LKS 45,32030906
3203000045,Asker LKS 45,32031001
3209000001,Ullensaker LKS 01,32090601
3209000001,Ullensaker LKS 01,32090602
3209000001,Ullensaker LKS 01,32090603
3209000001,Ullensaker LKS 01,32090604
3209000001,Ullensaker LKS 01,32090605
3209000002,Ullensaker LKS 02,32090701
3209000002,Ullensaker LKS 02,32090702
3209000002,Ullensaker LKS 02,32090703
3209000002,Ullensaker LKS 02,32090704
3209000002,Ullensaker LKS 02,32090705
3209000003,Ullensaker LKS 03,32090802
3209000003,Ullensaker LKS 03,32090803
3209000003,Ullensaker LKS 03,32090804
3209000003,Ullensaker LKS 03,32090805
3209000004,Ullensaker LKS 04,32090302
3209000004,Ullensaker LKS 04,32090303
3209000004,Ullensaker LKS 04,32090304
3209000004,Ullensaker LKS 04,32090305
3209000004,Ullensaker LKS 04,32090307
3209000005,Ullensaker LKS 05,32090101
3209000005,Ullensaker LKS 05,32090102
3209000005,Ullensaker LKS 05,32090103
3209000005,Ullensaker LKS 05,32090106
3209000005,Ullensaker LKS 05,32090109
3209000006,Ullensaker LKS 06,32090104
3209000006,Ullensaker LKS 06,32090105
3209000006,Ullensaker LKS 06,32090108
3209000006,Ullensaker LKS 06,32090110
3209000006,Ullensaker LKS 06,32090111
3209000006,Ullensaker LKS 06,32090112
3209000006,Ullensaker LKS 06,32090113
3209000007,Ullensaker LKS 07,32090201
3209000007,Ullensaker LKS 07,32090204
3209000008,Ullensaker LKS 08,32090214
3209000008,Ullensaker LKS 08,32090215
3209000008,Ullensaker LKS 08,32090218
3209000009,Ullensaker LKS 09,32090216
3209000009,Ullensaker LKS 09,32090306
3209000009,Ullensaker LKS 09,32090807
3209000010,Ullensaker LKS 10,32090217
3209000010,Ullensaker LKS 10,32090806
3209000011,Ullensaker LKS 11,32090211
3209000012,Ullensaker LKS 12,32090210
3209000012,Ullensaker LKS 12,32090212
3209000013,Ullensaker LKS 13,32090206
3209000013,Ullensaker LKS 13,32090208
3209000013,Ullensaker LKS 13,32090209
3209000013,Ullensaker LKS 13,32090219
3209000013,Ullensaker LKS 13,32090220
3209000014,Ullensaker LKS 14,32090221
3209000014,Ullensaker LKS 14,32090222
3209000015,Ullensaker LKS 15,32090213
3209000015,Ullensaker LKS 15,32090401
3209000015,Ullensaker LKS 15,32090402
3209000015,Ullensaker LKS 15,32090403
3209000015,Ullensaker LKS 15,32090404
3209000015,Ullensaker LKS 15,32090501
3209000015,Ullensaker LKS 15,32090502
3209000015,Ullensaker LKS 15,32090503
3212000001,Nesodden LKS 01,32120503
3212000001,Nesodden LKS 01,32120504
3212000001,Nesodden LKS 01,32120505
3212000001,Nesodden LKS 01,32120507
3212000002,Nesodden LKS 02,32120302
3212000002,Nesodden LKS 02,32120303
3212000002,Nesodden LKS 02,32120501
3212000003,Nesodden LKS 03,32120301
3212000003,Nesodden LKS 03,32120605
3212000004,Nesodden LKS 04,32120601
3212000004,Nesodden LKS 04,32120602
3212000004,Nesodden LKS 04,32120603
3212000005,Nesodden LKS 05,32120201
3212000005,Nesodden LKS 05,32120202
3212000005,Nesodden LKS 05,32120205
3212000005,Nesodden LKS 05,32120211
3212000006,Nesodden LKS 06,32120203
3212000006,Nesodden LKS 06,32120204
3212000006,Nesodden LKS 06,32120206
3212000007,Nesodden LKS 07,32120101
3212000007,Nesodden LKS 07,32120207
3212000007,Nesodden LKS 07,32120209
3212000008,Nesodden LKS 08,32120102
3212000008,Nesodden LKS 08,32120208
3212000008,Nesodden LKS 08,32120210
3212000008,Nesodden LKS 08,32120212
3212000009,Nesodden LKS 09,32120103
3212000010,Nesodden LKS 10,32120105
3212000010,Nesodden LKS 10,32120403
3212000010,Nesodden LKS 10,32120405
3212000011,Nesodden LKS 11,32120104
